time,values
1636736400000,2.0225
1636737300000,2.0255
1636738200000,2.0294999999999996
1636739100000,2.0324999999999998
1636740000000,2.0425
1636740900000,2.049
1636741800000,2.0495
1636742700000,2.043
1636743600000,2.042
1636744500000,2.0355
1636745400000,2.036
1636746300000,2.0385
1636747200000,2.0495
1636748100000,2.0545
1636749000000,2.057
1636749900000,2.0564999999999998
1636750800000,2.0695
1636751700000,2.072
1636752600000,2.067
1636753500000,2.062
1636754400000,2.0605
1636755300000,2.0614999999999997
1636756200000,2.059
1636757100000,2.053
1636758000000,2.052
1636758900000,2.0490000000000004
1636759800000,2.0469999999999997
1636760700000,2.0490000000000004
1636761600000,2.052
1636762500000,2.059
1636763400000,2.0629999999999997
1636764300000,2.0625
1636765200000,2.0585
1636766100000,2.0505
1636767000000,2.049
1636767900000,2.045
1636768800000,2.0404999999999998
1636769700000,2.04
1636770600000,2.044
1636771500000,2.039
1636772400000,2.0385
1636773300000,2.0445
1636774200000,2.0435
1636775100000,2.0454999999999997
1636776000000,2.0460000000000003
1636776900000,2.0425
1636777800000,2.0490000000000004
1636778700000,2.0469999999999997
1636779600000,2.0415
1636780500000,2.0475
1636781400000,2.045
1636782300000,2.0454999999999997
1636783200000,2.05
1636784100000,2.0525
1636785000000,2.061
1636785900000,2.0675
1636786800000,2.0694999999999997
1636787700000,2.067
1636788600000,2.063
1636789500000,2.073
1636790400000,2.071
1636791300000,2.068
1636792200000,2.0620000000000003
1636793100000,2.0585
1636794000000,2.056
1636794900000,2.0534999999999997
1636795800000,2.0475
1636796700000,2.0374999999999996
1636797600000,2.0404999999999998
1636798500000,2.042
1636799400000,2.0415
1636800300000,2.0465
1636801200000,2.046
1636802100000,2.0465
1636803000000,2.042
1636803900000,2.0404999999999998
1636804800000,2.0374999999999996
1636805700000,2.0335
1636806600000,2.027
